Provider_ID,SSPS,License_ID,License_Cert,Authority,Name,License_Starts,License_Expires,Phone,Email,Capacity,Ages,AgeFromMonths,AgeToMonths,EarlyAchieversStatus,Addr1,Addr2,Addr3,City,State,Zip,County,ServiceArea,Latitude,Longitude
329891,553971,1027713,Licensed,DEL,CHESTNUT MONTESSORI SCHOOL,10/31/2008,,4258226001,info@chestnutmontessori.com,38,2 years 6 months to 13 years,30,156,Not Enrolled,10723 NE 38TH PL,,,BELLEVUE,WA,98004,King,Region 2 Northwest,47.642482,-122.196888
1201333,50770,1088679,Licensed,DEL,Chestnut Street Baptist Church,7/1/2017,,5096070227,preschool@csbcfamily.com,48,2 years 6 months to 13 years,30,156,"Participating, not yet rated",609 N Chestnut Street,,,Ellensburg,WA,98926,Kittitas,Region 2 Northwest,46.9985245,-120.5378237
631096,983359,1053668,Licensed,DEL,Chestnut Street Early Head Start,12/8/2011,,5097519890,vhammack@lcecp.org,40,1 month to 5 years,1,60,Not Enrolled,1260 Chestnut St,,,Clarkston,WA,99403,Asotin,Region 1 Eastern,46.4108921,-117.0562867
309291,707349,756790,Certified,Tribal,Chi Cho Otsk Ati,11/22/2006,,3603745633,nicole.earls@quileutenation.org,48,1 month to 12 years,1,144,"Participating, not yet rated",Quileute Tribal Childcare,8 Bayyak Loop,,La Push,WA,98350,Clallam,Region 3 Southwest,47.9081335,-124.6352256
127660,927311,800789,Licensed,DEL,Chico Christian,4/10/1992,,3603770939,chicoccc@integrity.com,100,1 month to 12 years 11 months,1,155,"Participating, not yet rated",3670 Chico Way NW,,,Bremerton,WA,98312,Kitsap,Region 3 Southwest,47.598716,-122.708278
172353,460614,905660,Payment Only,Military,CHILD DEVELOPMENT CENTER,11/1/1995,,5092472403,92fss.fsfc@us.af.mil,50,birth to 6 years,0,72,Not Enrolled,E 201 FAIRCHILD HWY BLDG 2500,92 FSS/FSFC,,Fairchild Air Force Base,WA,99011,Spokane,Region 1 Eastern,47.6266051,-117.6526326
252123,293766,855656,Licensed,DEL,CHILD HAVEN LLC,10/2/2001,,5092441422,childhavenamy@aol.com,50,12 months to 13 years,12,156,"Participating, not yet rated",1424 S CAMPBELL RD,,,AIRWAY HEIGHTS,WA,99001,Spokane,Region 1 Eastern,47.642135,-117.585399
9690,269912,722773,Licensed,DEL,Child Learn & Care Ctr at UCUCC,10/9/1991,,2065243400,director@childlearning.org,72,15 months to 5 years,15,60,Level 3,and Trettin Drop-In Preschool,4515 16th Ave NE,,SEATTLE,WA,98105,King,Region 4 South King Co,47.6617658,-122.3111684
647943,707236,631755,Licensed,DEL,CHILDHAVEN ELI CREEKMORE BRANCH,12/4/2011,,2062484903,emilypy@childhaven.org,75,1 month to 6 years,1,72,Level 3,CHILDHAVEN ELI CREEKMORE BRANCH,1035 SW 124TH ST,,Seattle,WA,98146,King,Region 4 South King Co,47.4914546,-122.3486966
133339,274376,1085661,Licensed,DEL,CHILDHAVEN/AUBURN BRANCH,3/14/1993,,2538335908,carmenr@childhaven.org,117,1 month to 5 years,1,60,Level 3,PATRICK GOGHERTY BRANCH,1345 22ND ST NE,,AUBURN,WA,98002,King,Region 4 South King Co,47.326734,-122.213216
8744,240588,827658,Licensed,DEL,Childhaven/Broadway,6/9/1989,,2069574881,toddg@childhaven.org,98,1 month to 6 years,1,72,Level 3,316 Broadway,,,Seattle,WA,98122,King,Region 4 South King Co,47.604536,-122.320332
284110,286871,972670,Licensed,DEL,Children Are Special,9/1/2004,,5097648536,crystal.kast@yahoo.com,87,1 month to 11 years,1,132,Level 3,700 E Sharon Ave,,,Moses Lake,WA,98837,Grant,Region 2 Northwest,47.113187,-119.26644
282645,196791,840738,Licensed,DEL,Children of Hope Childcare,8/30/2004,,2535730088,tifhany504@live.com,61,1 month to 12 years,1,144,Level 2,Tifhany Jones,1937 South G Street,,Tacoma,WA,98405,Pierce,Region 3 Southwest,47.2428849,-122.4433163
885304,638521,764711,Licensed,DEL,Children's Academy Of Seattle,1/15/2015,,2064661121,Childrensacademy@comcast.net,38,12 months to 5 years,12,60,Level 2,2410 SW JUNEAU ST,,,Seattle,WA,98106,King,Region 4 South King Co,47.5501094,-122.3632982
1120216,995750,945890,Licensed,DEL,Children's Academy Of Seattle II,12/3/2016,12/1/2017,2065125812,childrensacademyll@gmail.com,83,2 months to 5 years 11 months,2,71,"Participating, not yet rated",9635 17TH AVE SW,,,Seattle,WA,98106,King,Region 4 South King Co,47.5165403,-122.3569047
297881,622677,1084655,Licensed,DEL,Children's Castle Learning Center,12/14/2005,,2532988992,childrenscastlelearningcenter@gmail.com,32,12 months to 12 years,12,144,"Participating, not yet rated",3303 Bridgeport Way,,,Tacoma,WA,98446,Pierce,Region 3 Southwest,47.2297962,-122.5369497
304800,711029,709788,Licensed,DEL,Children's Garden Montessori School,8/24/2006,,3607791225,ksundquist@cgmspoulsbo.com,28,2 years 6 months to 7 years,30,84,Not Enrolled,3805 NE SAWDUST HILL ROAD,,,POULSBO,WA,98370,Kitsap,Region 3 Southwest,47.7805972,-122.5995888
1273193,82530,1015681,Licensed,DEL,Children's Home Society of Washington,11/9/2017,5/7/2018,5095292130,Sarah.thorson@chs-wa.org,20,1 month to 3 years,1,36,Not Enrolled,534 S 3rd St Building B Suite 103,,,Walla Walla,WA,99362,Walla Walla,Region 1 Eastern,46.0599414,-118.33704
170420,680608,799861,Licensed,DEL,CHILDRENS ACADEMY,5/31/2005,,3606799282,sistofamily3@comcast.net,33,12 months to 6 years,12,72,"Participating, not yet rated",1162 SW FORT NUGENT AVE,,,OAK HARBOR,WA,98277,Island,Region 2 Northwest,48.2841581,-122.6725009
611942,868228,1007686,Licensed,DEL,CHILDRENS ACADEMY 2,6/1/2011,,3606792284,sistofamily3@comcast.net,59,1 month to 13 years,1,156,"Participating, not yet rated",118 NE KETTLE STREET,,,Oak Harbor,WA,98277,Island,Region 2 Northwest,48.3008158,-122.644669
327979,472482,1004653,Licensed,DEL,Childrens Adventure Learning Center,8/18/2008,,2535392580,amadizon@comcast.net,48,12 months to 5 years 11 months,12,71,"Participating, not yet rated",9417 So. Yakima Ave.,,,TACOMA,WA,98444,Pierce,Region 3 Southwest,47.1712048,-122.4429618
199147,400715,790674,Licensed,DEL,Childrens Center/Burke Gilman Gardens,3/30/1998,,2067290399,jennifer@tccbgg.org,50,12 months to 5 years,12,60,Level 3,The Early Childhood Education,5251 SAND POINT WY NE Bldg #5,,SEATTLE,WA,98105,King,Region 4 South King Co,47.6677413,-122.280394
248256,112495,907776,Licensed,DEL,Childrens Character Club,2/21/2002,,2532971459,Mtlandholm@hotmail.com,64,12 months to 12 years 11 months,12,155,Level 3,2414 MILTON WAY,,,MILTON,WA,98354,Pierce,Region 3 Southwest,47.250408,-122.301352
794064,373746,911683,Licensed,DEL,Childrens Dream Learning Center,2/27/2014,,2539468585,childrensdream13@gmail.com,91,12 months to 12 years 11 months,12,155,"Participating, not yet rated",1122 S 322nd PL,,,Federal Way,WA,98003,King,Region 4 South King Co,47.3126767,-122.3184822
320338,68427,780709,Licensed,DEL,Childrens Garden,2/22/2008,,5094882808,chilenasazo@yahoo.com,62,12 months to 13 years,12,156,Level 3,615 N 7th Ave,,,Othello,WA,99344,Adams,Region 2 Northwest,46.831911,-119.1648934
326833,902879,1030766,Licensed,DEL,Childrens Gate Montessori,11/4/2008,,5098860533,clmb300@msn.com,46,1 month to 7 years,1,84,Not Enrolled,1425 Cherry St,,,Wenatchee,WA,98801,Chelan,Region 2 Northwest,47.415126,-120.336648
164913,732363,845712,Licensed,DEL,CHILDRENS HOUSE,9/5/1995,,3603785255,chms@rockisland.com,20,2 years 6 months to 6 years,30,72,Level 3,761 PARK STREET,,,FRIDAY HARBOR,WA,98250,San Juan,Region 2 Northwest,48.534176,-123.025901
7901,214962,721708,Licensed,DEL,Childrens House,9/2/1991,,5096893231,childcare@frontier.com,45,12 months to 13 years,12,156,"Participating, not yet rated",715 S Bridge St,,,Brewster,WA,98812,Okanogan,Region 2 Northwest,48.0923798,-119.7809231
272663,17134,722692,Licensed,DEL,CHILDRENS HOUSE MONTESSORI,9/2/2003,,5095336363,chms.inc@gmail.com,30,2 years to 6 years,24,72,"Participating, not yet rated",1526 E 11TH AVE,,,SPOKANE,WA,99202,Spokane,Region 1 Eastern,47.6454186,-117.3877503
306405,752651,695656,Licensed,DEL,CHILDRENS LEARNING CENTER,8/28/2006,,4253160728,dgclc3@gmail.com,52,1 month to 13 years,1,156,Level 4,10110 19th Ave SE 100,,,Everett,WA,98208,Snohomish,Region 2 Northwest,47.906872,-122.209902
732822,221337,851653,Licensed,DEL,Childrens Learning Center of Ephrata LLC,4/1/2013,,5097545400,dust300@ymail.com,92,12 months to 13 years,12,156,Level 3,19 Corporate St SE,,,Ephrata,WA,98823,Grant,Region 2 Northwest,47.3153618,-119.5226036
280209,143551,819687,Licensed,DEL,Childrens Life II,7/28/2004,,2532024754,prburrows@hotmail.com,34,12 months to 12 years 11 months,12,155,"Participating, not yet rated",2229 S 19th Street,,,Tacoma,WA,98405,Pierce,Region 3 Southwest,47.242931,-122.467199
292498,421125,1019730,Licensed,DEL,Childrens Life III,9/12/2006,,2536271390,prburrows@hotmail.com,42,1 month to 12 years,1,144,"Participating, not yet rated",Childrens Life III,1016 South L Street,Peggy Burrows,Tacoma,WA,98405,Pierce,Region 3 Southwest,47.2521984,-122.4534518
183308,872577,1085690,Licensed,DEL,CHILDRENS MONTESSORI CENTER,1/1/1997,,5099226106,debbiehenry@cmcispokane.com,90,1 month to 13 years,1,156,Level 3,905 N PINES RD SUITE D,,,SPOKANE VALLEY,WA,99206,Spokane,Region 1 Eastern,47.6656558,-117.2397237
1023291,861168,902712,Licensed,DEL,CHILDRENS MUSEUM OF TACOMA,2/8/2016,,2532722449,lhoover@playtacoma.org,74,12 months to 6 years 11 months,12,83,"Participating, not yet rated",1501 PACIFIC AVE 202,,,Tacoma,WA,98402,Pierce,Region 3 Southwest,47.2490484,-122.4372194
145252,567235,1029699,Licensed,DEL,CHILDRENS SCHOOL AND MONTESSORI,8/30/1993,,4254831659,jjakub@comcast.net,27,2 years 6 months to 6 years,30,72,Not Enrolled,19804 55TH AVE NE,,,KENMORE,WA,98028,King,Region 2 Northwest,47.7709838,-122.2696485
11107,307566,1019800,Licensed,DEL,Childrens Villa Childcare,9/14/1990,,2535821165,deblwynn64@gmail.com,38,1 month to 12 years,1,144,Level 2,6314 AVONDALE AV SW,,,LAKEWOOD,WA,98499,Pierce,Region 3 Southwest,47.16305,-122.521651
293720,485781,973661,Licensed,DEL,CHILDRENS VILLAGE,6/20/2005,,4252278912,lindym@vision-house.org,96,2 months to 12 years,2,144,Level 3,450 BREMERTON AVE NE,,,RENTON,WA,98059,King,Region 4 South King Co,47.489863,-122.158479
48930,658665,947663,Licensed,DEL,CHILDRENS VILLAGE BR INC,6/1/1993,,3609440123,angela@childrensvillageinc.com,147,1 month to 12 years 11 months,1,155,Level 3,2904 NE BURTON RD,,,Vancouver,WA,98662,Clark,Region 3 Southwest,45.6435699,-122.597675
38389,594395,886680,Licensed,DEL,CHILDRENS VILLAGE DC,12/11/1992,,3602565683,cvorchards@aol.com,107,12 months to 12 years 11 months,12,155,Level 3,7802 NE 117TH AVE,,,VANCOUVER,WA,98662,Clark,Region 3 Southwest,45.679288,-122.553161
260290,549709,1000735,Licensed,DEL,CHILDRENS VILLAGE SALMON CRK,8/1/2002,,3605731144,angela@childrensvillageinc.com,116,1 month to 12 years 11 months,1,155,Level 3,1900 NE 129TH STREET,,,VANCOUVER,WA,98686,Clark,Region 3 Southwest,45.7148568,-122.652245
491923,961176,815658,Licensed,DEL,Childrens Village SWWLC,5/4/2010,,3605737007,director@swlearns.com,115,1 month to 12 years 11 months,1,155,Level 3,1020 NE 86th Street,,,Vancouver,WA,98665,Clark,Region 3 Southwest,45.6845845,-122.6618325
1077231,937581,973663,Licensed,DEL,Childrens's University Child Care Center,12/19/2016,12/17/2017,2532401961,rebjim2006@hotmail.com,28,12 months to 6 years,12,72,"Participating, not yet rated",Childrens University CCC,12602 Bridgeport Way SW,Tricia McCorkle,Tacoma,WA,98499,Pierce,Region 3 Southwest,47.1430073,-122.5047116
36660,583803,899658,Licensed,DEL,Childs Time I,1/2/1996,,2538471425,childstime@aol.com,36,12 months to 12 years 11 months,12,155,Level 3,21620 38TH AVE E,,,SPANAWAY,WA,98387,Pierce,Region 3 Southwest,47.059882,-122.379702
175483,574714,795708,Licensed,DEL,Childs Time II,9/10/1993,,2538474266,Childstime@aol.com,54,1 month to 12 years 11 months,1,155,Level 3,21323 MOUNTAIN HWY EAST #A,,,SPANAWAY,WA,98387,Pierce,Region 3 Southwest,47.062651,-122.406729
128201,574688,816830,Licensed,DEL,Childs Time III,5/12/1998,,2535310240,childstime3@aol.com,63,12 months to 12 years 11 months,12,155,Level 3,11415 PACIFIC AVENUE,,,TACOMA,WA,98444,Pierce,Region 3 Southwest,47.1528931,-122.4342718
161970,416006,795709,Licensed,DEL,Childs Time IV,3/6/1995,,2538471127,Childstime@aol.com,56,5 years to 12 years 11 months,60,155,Not Enrolled,21323 MOUNTAIN HWY EAST #C,,,SPANAWAY,WA,98387,Pierce,Region 3 Southwest,47.062651,-122.406729
252338,261955,865656,Licensed,DEL,Childs Time VI,10/3/2001,,2538471470,Childstime@aol.com,50,3 years to 12 years 11 months,36,155,Level 2,21323 MT HIGHWAY EAST SUITE D,,,SPANAWAY,WA,98387,Pierce,Region 3 Southwest,47.103988,-122.4345661
594044,797712,920690,Licensed,DEL,CHILDSPLAY LEARNING CENTER,4/6/2011,,3608826979,childsplay23@yahoo.com,121,1 month to 12 years 11 months,1,155,"Participating, not yet rated",705B SE Parkcrest Ave,,,Vancouver,WA,98683,Clark,Region 3 Southwest,45.6153886,-122.5218528
186711,93197,699668,Licensed,DEL,CHILDTIME #906,6/27/1997,,4252771696,0906@childtime.com,63,birth to birth,0,0,Level 2,4311 NE 5TH ST BLDG A,,,RENTON,WA,98059,King,Region 4 South King Co,47.4909434,-122.1607613
387938,93233,691751,Licensed,DEL,Childtime 907,2/14/2007,,4258693949,0907@childtime.com,92,1 month to 13 years,1,156,"Participating, not yet rated",4306 156th Ave NE #NN,,,Redmond,WA,98052,King,Region 2 Northwest,47.6701193,-122.118237
555038,93153,911895,Licensed,DEL,Childtime Learning Center,9/14/2010,,2539461137,0903@childtime.com,86,1 month to 6 years,1,72,Level 2,135 S 312th St,,,Federal Way,WA,98003,King,Region 4 South King Co,47.322378,-122.3335514
187390,136393,908664,Licensed,DEL,Childtime Learning Center,6/30/1997,,3606920202,0902@childtime.com,96,1 month to 6 years,1,72,Level 3,1196 NW TAHOE LN,,,SILVERDALE,WA,98383,Kitsap,Region 3 Southwest,47.671883,-122.66661
904192,640309,745715,Licensed,DEL,Chimacum Head Start,4/10/2015,,3607324090,aking@olycap.org,20,3 years to 6 years,36,72,Not Enrolled,"Olym,pic Community Action Pgrms",91 West Valley Road,,Chimacum,WA,98325,Jefferson,Region 3 Southwest,48.0121969,-122.7770702
1203413,81427,945936,Licensed,DEL,Chinese Information and Service Center Bilingual Preschool,9/14/2017,3/12/2018,2066245633,hueilingc@cisc-seattle.org,20,3 years to 5 years,36,60,Not Enrolled,917 E Yessler Way,,,Seattle,WA,98122,King,Region 4 South King Co,47.6014266,-122.3202676
190430,592974,842790,Licensed,DEL,CHRIST LUTHERAN,6/26/1997,,3602750499,clcchildcare@wavecable.com,102,2 months to 12 years 11 months,2,155,Level 3,3701 NE NORTH SHORE ROAD,,,BELFAIR,WA,98528,Mason,Region 3 Southwest,47.4281364,-122.8898531
285091,247511,1019779,Licensed,DEL,CHRIST THE KING,9/1/2004,,2068595122,dmatz@ckseattle.org,50,2 years 6 months to 6 years,30,72,Not Enrolled,415 N 117th ST.,,,SEATTLE,WA,98133,King,Region 2 Northwest,47.7141447,-122.353996
1149264,12932,1018815,Licensed,DEL,Christ the King Montessori Preschool,3/6/2017,,5099466158,kbuchanan@ckschool.net,20,2 years 6 months to 6 years,30,72,Not Enrolled,1122 Long Ave,,,Richland,WA,99352,Benton,Region 1 Eastern,46.2825506,-119.2855116
1277213,84043,1019696,Licensed,DEL,Christ The Teacher Catholic School,8/31/2017,2/27/2018,5099657100,drasmussen@ccyakima.org,40,2 years 6 months to 5 years,30,60,"Participating, not yet rated",5508 West Chestnut Avenue,,,Yakima,WA,98908,Yakima,Region 2 Northwest,46.5963707,-120.5819652
710751,155081,926746,Licensed,DEL,Christian Faith Preschool,1/18/2013,,2539432500,ruthw@christianfaithschool.com,47,3 years to 6 years,36,72,Not Enrolled,33645 20th Ave S,,,Federal Way,WA,98003,King,Region 4 South King Co,47.298869,-122.309202
869196,547575,904832,Licensed,DEL,Christines Little Athletes LLC,2/3/2014,,5099265757,christineslittleathletes@msn.com,42,12 months to 13 years,12,156,"Participating, not yet rated",9616 E Broadway,,,Spokane,WA,99216,Spokane,Region 1 Eastern,47.66401,-117.275326
556024,750137,1019834,Licensed,DEL,CHSW Highline Early Learning Center,9/20/2010,,2068241378,aboka@chs-wa.org,110,1 month to 5 years,1,60,Level 4,2400 S 240th St Bldg O,,,Des Moines,WA,98198,King,Region 4 South King Co,47.3865492,-122.3025428
674913,215225,969711,Licensed,DEL,Church of the Nazarene,8/28/2012,,5094882032,loriwheeler_j@yahoo.com,34,12 months to 13 years,12,156,"Participating, not yet rated",835 S 10th Street,,,Othello,WA,99344,Adams,Region 2 Northwest,46.9467065,-119.4751616
441920,418085,840711,Licensed,DEL,CINDY'S CHILD CARE AND PRESCHOOL l,7/17/2009,,3604464213,cinsubal@aol.com,41,1 month to 12 years 11 months,1,155,"Participating, not yet rated",208 Center Street North,,,Rainier,WA,98576,Thurston,Region 3 Southwest,46.885966,-122.6859867
646974,108662,654709,Licensed,DEL,CIRCLE TIME CHILDCARE,1/30/2012,,4252355756,circletimechild@aol.com,58,1 month to 11 years 11 months,1,143,"Participating, not yet rated",17200 120TH AVE SE,,,Renton,WA,98058,King,Region 4 South King Co,47.4462394,-122.1805297
444929,425101,1030687,Licensed,DEL,City Christian School,10/8/2009,,5037071109,strumbo@citychristianschools.com,45,3 years to 5 years 11 months,36,71,Not Enrolled,14311 SE Mill Plain Blvd,,,Vancouver,WA,98684,Clark,Region 3 Southwest,45.6177011,-122.5248291
315563,140377,828659,Licensed,DEL,CITY KIDS CDC & PRESCHOOL,6/12/2007,,3604914868,jourtay@aol.com,94,1 month to 12 years,1,144,"Participating, not yet rated",3550 14TH AVE,,,OLYMPIA,WA,98501,Thurston,Region 3 Southwest,47.034494,-122.843914
256413,472309,1084715,Licensed,DEL,CITY KIDS CDC A,3/4/2002,,3604914868,jourtay@aol.com,60,1 month to 12 years 11 months,1,155,"Participating, not yet rated",6500 Pacific Ave SE,,,Olympia,WA,98513,Thurston,Region 3 Southwest,47.038741,-122.79543
766950,282020,840791,Licensed,DEL,CITY KIDS COUNTRY CABIN & PRESCHOOL,8/15/2013,,3607544555,Jourtay@aol.com,58,1 month to 12 years 11 months,1,155,"Participating, not yet rated",1815 Black Lake Blvd SW,,,Olympia,WA,98512,Thurston,Region 3 Southwest,47.032383,-122.943004
214096,751870,890725,Licensed,DEL,CITY KIDS PRESCHOOL,12/9/1998,,4258033233,Sheryl.nelson@thecity.org,60,2 years 6 months to 6 years,30,72,Level 3,CITY KIDS PRESCHOOL,9051 132ND AVE NE,,KIRKLAND,WA,98033,King,Region 2 Northwest,47.683984,-122.1658593
7121,190269,862696,Licensed,DEL,CLARK COLLEGE CHILD & FAM STUDIES PRG CC,1/4/1994,,3609922393,kschlemmer@clark.edu; MVolk@clark.edu,128,12 months to 10 years 11 months,12,131,Level 3,1933 Fort Vancouver Way,,CFS # 107,Vancouver,WA,98663,Clark,Region 3 Southwest,45.6349879,-122.6517252
235220,540475,1075730,Payment Only,Military,CLARKMOOR CHILD,6/1/2000,,2539672300,julia.michener@us.army.mil,303,1 month to 12 years 11 months,1,155,"Participating, not yet rated",BLDG 2095 BITAR AVE,,,FORT LEWIS,WA,98433,Pierce,Region 3 Southwest,47.0899437,-122.6144182
4705,124065,947691,Licensed,DEL,CLEARVIEW MONTESSORI,12/21/1992,,3606687776,clearviewmontessori@yahoo.com,71,12 months to 13 years,12,156,"Participating, not yet rated",13329 HIGHWAY 9,,,SNOHOMISH,WA,98296,Snohomish,Region 2 Northwest,47.8776552,-122.1097778
761903,198323,867685,Payment Only,Military,Clover Child Development Center,5/1/2013,,3602573302,,112,1 month to 6 years,1,72,Not Enrolled,365 W CLOVER BLDG 2679,,,Oak Harbor,WA,98277,Island,Region 2 Northwest,48.2959764,-122.6339629
785197,369399,887663,Licensed,DEL,ClownTown Childrens Center,12/1/2013,,5095350081,norisadac@yahoo.com,36,12 months to 13 years,12,156,"Participating, not yet rated",3622 S Regal St.,,,Spokane,WA,99223,Spokane,Region 1 Eastern,47.621204,-117.368937
666964,62852,1015659,Licensed,DEL,COCOON CHILDCARE,7/1/2012,,2068017704,COCOONCHILDCARE@LIVE.COM,37,12 months to 7 years,12,84,"Participating, not yet rated",9715 FIRDALE AVE,,,Edmonds,WA,98020,Snohomish,Region 2 Northwest,47.7787124,-122.363211
692674,109551,727840,Licensed,DEL,Collaboration Station,9/5/2012,,2065246514,collaborationstation@aol.com,60,3 years 6 months to 12 years,42,144,Not Enrolled,504 NE 95th Street,,,Seattle,WA,98115,King,Region 4 South King Co,47.697935,-122.321088
856206,518118,1019833,Licensed,DEL,College For Kids Bilingual Daycare,9/5/2014,,2064550245,willflores007@live.com,110,1 month to 12 years 11 months,1,155,Level 3,2520 SW 336th Street,,,Federal Way,WA,98023,King,Region 4 South King Co,47.3007675,-122.3768444
221310,716167,998710,Licensed,DEL,COLORFUL CREATIONS,9/1/1999,,3604271382,cccdcantonio@yahoo.com,27,12 months to 12 years 11 months,12,155,Level 3,2323 N Adams Street,,,Shelton,WA,98584,Mason,Region 3 Southwest,47.2243894,-123.1235905
874268,664669,714660,Licensed,DEL,Columbia Crest Montessori,2/20/2015,,4254855437,info@columbiacrestmontessori.com,74,12 months to 6 years,12,72,Not Enrolled,18030 73rd Ave NE,,,Kenmore,WA,98028,King,Region 2 Northwest,47.7589731,-122.2435536
1201312,44988,1009713,Licensed,DEL,Colville Head Start Center,9/5/2017,3/2/2018,5096859128,barmstrong@ruralresources.org,40,3 years to 6 years,36,72,Not Enrolled,347 E Astor Ave,,,Colville,WA,99114,Stevens,Region 1 Eastern,48.5433738,-117.9021731
273388,371399,684654,Licensed,DEL,Comfort & Cozy,6/20/2003,,3604576277,comfortandcozy@hotmail.com,36,12 months to 12 years,12,144,Level 3,507 N LIBERTY,,,PORT ANGELES,WA,98363,Clallam,Region 3 Southwest,48.113985,-123.407727
255797,460354,908817,Licensed,DEL,COMMUNITY BUILDING CHILDRENS CENTER,3/1/2002,,5097770822,acmorgan55@gmail.com,29,1 month to 7 years,1,84,Level 4,35 W Main Suite 110,,,Spokane,WA,99201,Spokane,Region 1 Eastern,47.659021,-117.411913
809079,7089,867717,Licensed,DEL,Community Child Care Center Colfax,10/30/2013,,5093973335,mary@community-childcare.org,50,3 years to 13 years,36,156,Level 4,1207 N Morton,,,Colfax,WA,99111,Whitman,Region 1 Eastern,46.8942335,-117.3601225
809084,557881,1025686,Licensed,DEL,Community Child Care Center Greyhound Way,9/23/2011,,5093349290,mary@community-childcare.org,54,1 month to 13 years,1,156,Level 4,530 NW Greyhound Way,,,Pullman,WA,99163,Whitman,Region 1 Eastern,46.7457905,-117.1876398
809081,214984,898659,Licensed,DEL,Community Child Care Center St James,1/13/2014,,5093327005,Darcy.k@community-childcare.org,75,12 months to 13 years,12,156,Level 3,1410 NE Stadium Way,,,Pullman,WA,99163,Whitman,Region 1 Eastern,46.7364649,-117.1628362
200385,675451,865671,Licensed,DEL,COMMUNITY CHRISTIAN DAYCARE & PRESCHOOL,10/6/1998,,3604932223,kdeleon@foundationcampus.org,70,2 years 6 months to 6 years 11 months,30,83,Level 3,4706 PARK CENTER AVE NE,,,LACEY,WA,98516,Thurston,Region 3 Southwest,47.0504042,-122.8213484
6349,168067,588689,Licensed,DEL,Community Day Center For Children,2/28/1992,,2063238288,cdccinc@qwestoffice.net,37,12 months to 6 years,12,72,"Participating, not yet rated",165 22ND AVENUE,,,SEATTLE,WA,98122,King,Region 4 South King Co,47.603225,-122.304132
2914,482120,798831,Licensed,DEL,Community Montessori,3/28/1989,,2536277554,cathyland@comcast.net,82,12 months to 12 years,12,144,Not Enrolled,1407 SOUTH I STREET,,,TACOMA,WA,98405,Pierce,Region 3 Southwest,47.248875,-122.44767
297146,539653,622660,Licensed,DEL,COMPASS MONTESSORI SCHOOL,10/5/2005,,2538357755,fwcompass@gmail.com,40,birth to 6 years,0,72,Not Enrolled,1610 SW DASH POINT RD,,,FEDERAL WAY,WA,98023,King,Region 4 South King Co,47.32353,-122.3550152
47320,648958,840752,Licensed,DEL,Concordia Lutheran Childcare,9/5/1992,,2065250871,preschool@concordiaseattle.com,78,2 years 6 months to 12 years,30,144,Not Enrolled,7040 36th Ave NE,,,SEATTLE,WA,98115,King,Region 4 South King Co,47.5406505,-122.3778735
318022,971055,842684,Licensed,DEL,Congregation Beth Shalom Early Child Ctr,9/4/2007,,2069852516,leah@bethshalomseattle.org,52,1 month to 5 years 11 months,1,71,Level 3,6800 35TH AVE NE,,,Seattle,WA,98115,King,Region 4 South King Co,47.678073,-122.289975
185011,36938,677662,Licensed,DEL,CONK KIDS/KENTWOOD HIGH SCHOOL,5/22/1997,,2533737732,sundi.lawe@kent.k12.wa.us,14,1 month to 5 years,1,60,Not Enrolled,KENTWOOD HIGH SCHOOL,25800 164TH AVE SE,,Kent,WA,980428248,King,Region 4 South King Co,47.370635,-122.120278
634996,912677,756793,Licensed,DEL,CONNELL'S LITTLE ANGELS CHILD CARE CENTER,11/13/2012,,5093180288,kathielittleangels@yahoo.com,35,12 months to 13 years,12,156,"Participating, not yet rated",600 E ADAMS ST,,,Connell,WA,99326,Franklin,Region 1 Eastern,46.6630307,-118.8551144
178774,773544,1084707,Licensed,DEL,COOKS HILL COMMUNITY CHILDCARE CENTER,10/7/1996,,3608071760,daycare@cookshillcc.org,86,1 month to 12 years 11 months,1,155,"Participating, not yet rated",2400 COOKS HILL RD,,,CENTRALIA,WA,98531,Lewis,Region 3 Southwest,46.712986,-122.995678
295237,553331,945960,Licensed,DEL,Cooperative Childrens Center,7/5/2005,,2065225388,assistantdirector@coopchild.org,42,12 months to 6 years,12,72,Level 3,4759 15TH AVE NE,,,SEATTLE,WA,98105,King,Region 4 South King Co,47.6644169,-122.3119682
304930,345731,727691,Licensed,DEL,CORNERSTONE CHRISTIAN EARLY ED,8/28/2006,,3602569714,WSparks@ccak12.net,152,1 month to 12 years 11 months,1,155,Not Enrolled,7708 NE 78TH STREET,,Suite 100,VANCOUVER,WA,98662,Clark,Region 3 Southwest,45.6808634,-122.5929155
842298,520892,1072867,Licensed,DEL,Cornerstone Early Education Center,6/30/2014,,3604283016,ariana@ceeckids.com,41,1 month to 13 years,1,156,"Participating, not yet rated",730 North 16th Street,,,Mount Vernon,WA,98273,Skagit,Region 2 Northwest,48.4269692,-122.3216133
1109193,970251,1077657,Licensed,DEL,Cornerstone Early Education Center - Fir Campus,11/8/2016,5/4/2018,3604283016,mandy@ceeckids.com,39,2 years 6 months to 7 years,30,84,"Participating, not yet rated",830 North 16th Street,,,Mount Vernon,WA,98273,Skagit,Region 2 Northwest,48.428084,-122.3209304
